subject_id	sid_hash	phase	trial	house_type
87	bdeecb	test	19	row
87	bdeecb	test	20	row
87	bdeecb	test	21	row
87	bdeecb	test	22	column
87	bdeecb	test	23	column
87	bdeecb	test	24	row
87	bdeecb	test	25	row
87	bdeecb	test	26	row
87	bdeecb	test	27	column
87	bdeecb	test	28	column
87	bdeecb	test	29	row
87	bdeecb	test	30	column
87	bdeecb	test	31	column
87	bdeecb	test	32	row
87	bdeecb	test	33	row
87	bdeecb	test	34	column
87	bdeecb	test	35	column
87	bdeecb	test	36	row
87	bdeecb	test	37	row
87	bdeecb	test	38	row
87	bdeecb	test	39	column
87	bdeecb	test	40	column
87	bdeecb	test	41	row
87	bdeecb	test	42	column
87	bdeecb	test	43	column
87	bdeecb	test	44	row
87	bdeecb	test	45	column
87	bdeecb	test	46	column
87	bdeecb	test	47	row
87	bdeecb	test	48	row
87	bdeecb	test	49	column
87	bdeecb	test	50	row
87	bdeecb	test	51	column
87	bdeecb	test	52	column
87	bdeecb	test	53	row
87	bdeecb	test	54	row
87	bdeecb	test	55	row
87	bdeecb	test	56	column
87	bdeecb	test	57	column
87	bdeecb	test	58	column
87	bdeecb	test	59	row
87	bdeecb	test	60	column
87	bdeecb	test	61	column
87	bdeecb	test	62	row
87	bdeecb	test	63	row
87	bdeecb	test	64	row
88	8fbbe6	practice	1	column
88	8fbbe6	practice	2	column
88	8fbbe6	practice	3	column
88	8fbbe6	practice	4	column
88	8fbbe6	practice	5	column
88	8fbbe6	practice	6	column
88	8fbbe6	practice	7	column
88	8fbbe6	practice	8	column
88	8fbbe6	practice	9	column
88	8fbbe6	practice	10	column
88	8fbbe6	practice	11	column
88	8fbbe6	practice	12	column
88	8fbbe6	practice	13	column
88	8fbbe6	practice	14	column
88	8fbbe6	practice	15	column
88	8fbbe6	practice	16	column
88	8fbbe6	practice	17	column
88	8fbbe6	practice	18	column
88	8fbbe6	practice	19	column
88	8fbbe6	practice	20	column
88	8fbbe6	practice	21	column
88	8fbbe6	practice	22	column
88	8fbbe6	practice	23	column
88	8fbbe6	practice	24	column
88	8fbbe6	practice	25	column
88	8fbbe6	questionnaire	1	column
88	8fbbe6	test	1	column
88	8fbbe6	test	2	column
88	8fbbe6	test	3	row
88	8fbbe6	test	4	row
88	8fbbe6	test	5	row
88	8fbbe6	test	6	row
88	8fbbe6	test	7	column
88	8fbbe6	test	8	column
88	8fbbe6	test	9	column
88	8fbbe6	test	10	row
88	8fbbe6	test	11	row
88	8fbbe6	test	12	row
88	8fbbe6	test	13	row
88	8fbbe6	test	14	column
88	8fbbe6	test	15	column
88	8fbbe6	test	16	column
88	8fbbe6	test	17	column
88	8fbbe6	test	18	column
88	8fbbe6	test	19	column
88	8fbbe6	test	20	row
88	8fbbe6	test	21	row
88	8fbbe6	test	22	row
88	8fbbe6	test	23	row
